Program Type,Institution Name,Program Name,Website Address,Description,Location,Cost,Deadline,Application Deadline,Age Eligibility,"Grade, Year in School, Eligibility",Geographic Location,Cost Type,Cost Amount,Special Considerations,STEM,Business/ Economics,Arts/Music,Humanities,World Languages/ Cultures,Leadership,Sports/ Outdoor Adventures,Grade Eligibility,Last Updated Date,Unnamed: 21,AI_Category
Summer Program,,AIM (Academically Interested Minds),https://www.kettering.edu/precollege/aim,Kettering University,Academic Program,"5 week residential program designed for high school students of color who have a strong interest in the areas of engineering, math, science and business. See website for details.  This program provides students with real college experience. Students enroll in college-level courses to develop functional, quantitative and qualitative skills.",July 5 - August 3,,,Rising 12th only,Other U.S. States,500,,Students of color.,X,,,,,,,,,,Error
Summer Program,,Youth Leadership Institute (YLI),https://www.hsf.net/youth-leadership-institute,Hispanic Scholarship Fund,Conference,"The YLI is a four-day, overnight, college empowerment conference for 150 Latino high school juniors.  It is designed to give these young leaders the practical tools they need to successfully apply to top universities, have full access to scholarship and financial aid opportunities, and set a course for academic and career success.  Attendees will enhance their leadership abilities and expand their professional networks by participating in college and career workshops, living on a college campus, and interacting with college students and professionals who serve as their mentors.  The conferences are hosted each summer at various college campuses across the country.","June 20 - June 23, 2019 - University of Chicago

July 25 - 28, 2019 - University Southern California (USC)",,,11th,Other U.S. States,Free,,Latino,,,,,,X,,,,,Error
Summer Program,,Smithsonian Folklife Festival,https://festival.si.edu/about-us/internships/smithsonian,Smithsonian Institution,Service Opportunity,"Every year the Smithsonian highlights one or more cultures in this early-summer festival on the Mall in downtown Washington. Summer interns are expected to work through the ten days of the Festival during the last week of June and first week of July, including weekends and the July Fourth holiday. You should be comfortable working outdoors in high heat and humidity, in a fast-paced environment among large crowds of people",,,,,Greater DC Metro Area,,,,,,,,X,,,,,,Error
Summer Program,,Physics Summer Outreach Program,https://umdphysics.umd.edu/events/aboutus-outreach/summer-girls.html,"Maryland, University of",Academic Program,"For rising 9th, 10th, 11th and 12th grade girls. Learn physics including relativity, quantum computing and hands on lab activities in topics that expand beyond high school physics classes. Program is nonresidential.",,,,Rising 9th & Up,Greater DC Metro Area,Free,,Female,X,,,,,,,,,,Error
Summer Program,,MEET Kelley Summer Program,https://kelley.iu.edu/programs/undergrad/pre-college/index.cshtml,Indiana University Kelley School of Business,Academic Program,"MEET Kelley is a pre-college summer program for high-ability students from underrepresented groups to get introduced to the Kelley School of Business, learn the opportunities available, experience a professional business case competition. Participants cover transportation costs.  Only women. 4 Sessions: June 2019",,,,Rising 12th,Other U.S. States,Free,,Minority,,X,,,,,,,,,Error
Summer Program,,EXPLORE Program,http://educationaladvancement.org/programs/iea-explore/explore-sites-mentors/,Institute for Educational Advancement,Internship,"Program matches high-potential and gifted high school students with distinguished mentors, hands-on research opportunities, and professional experience in their field of interest. Externs advance their skills through the pursuit of knowledge, involvement in research, and exposure to learning experiences. See website for further details.",,,16 & up,Rising 10th and up,Other U.S. States,Cost,Vary by program. $975 and up,,X,,,,,,,,,,Error
Summer Program,,https://www.brandeis.edu/precollege/global-youth-summit/index.html,http://www.brandeis.edu/youthsummit/medicine/index.html,Brandeis University,Other,"Annual Global Youth Summit on the Future of Medicine is for interested young people who want to gain experience in medicine and healthcare. Opportunities to experience cutting-edge research at clinical facilities in the greater Boston area. Deposit $280 due 5/1/2018, balance due 5/15/2018.  Limited number of need-based scholarships available.",,,,Rising 11th & Up,Other U.S. States,Cost,2990,,X,,,,,,,,,,Error
Summer Program,,https://www.cdc.gov/museum/camp/detective/index.htm,http://www.cdc.gov/museum/camp,Centers for Disease Control and Prevention,Academic Program,5 day academic day camp in which campers take on the role of disease detectives and learn how the CDC safeguards the nation's health. Held at CDC's headquarters in Atlanta. No boarding provided.,,,16 & up,Rising 11th & Up,Other U.S. States,Free,,,X,,,,,,,,,,Error
Summer Program,,http://hnbf.org/lawcampinfo/,http://www.hnbf.org/programs-partnerships/future-latino-leaders-law-camp/,Hispanic National Bar Association,Camp,9 day camp for Latino students interested in legal careers. $50 registration fee.,,,,Rising 10th & Up,Greater DC Metro Area,Free,,Latino,,,,,,X,,,,,Error
Summer Program,,Great Jewish Books,http://www.yiddishbookcenter.org/great-jewish-books,Yiddish Book Center,Academic Program,"At the Hampshire College. Study some of the most influential and essential works of modern Jewish literature with highly respected literary scholars. Meet prominent contemporary authors, and connect with other teens from across the country who love to read and want to explore Jewish culture.",,,,Rising 11th & Up,Other U.S. States,Free,,,,,,,X,,,,,,Error
Summer Program,,Leadership Academy on International Affairs,www.mercy.edu/business/leadership/academy,Mercy College,Camp,This is a highly selective one week program that allows high school business students to be exposed to real world executives and learn what it takes to become a leader.  See website for details.,,,,Rising 12th,Other US State,Tuition and Board are free. $300 for food,,,,x,,,,X,,,,,Error
Summer Program,,Liberal Arts Experience,https://apps.carleton.edu/summer/clae/,Carleton College,Academic Program,"Students of African American descent or students who have an interest in African American culture encouraged to apply. Introduces the strengths of a liberal arts education through an array of courses in science, art, social sciences, and technology. Transportation, tuition, room and board, & travel costs (not including baggage fees) are free for accepted students.",,,,Rising 11th ,Other U.S. States,Free,,Minority,X,,X,X,,,,,,,Error
Summer Program,,McCombs High School Summer Programs,http://new.mccombs.utexas.edu/BBA/prospective/High-School-Summer-Programs.aspx,"Texas-Austin, University of",Other,"Free six day business programs. Transportation not included. Offered are Discover Yourself in Accounting Majors and Careers (DYNAMIC) and McCombs Future Executive Academy (MFEA). Lower Income, Minority, and Texas residents given priority.",,,,Rising 11th & Up,Other U.S. States,Free,,Minority and Texas resident,,x,,,,,,,,,Error
Summer Program,,AIM Summer Program,http://www.uscga.edu/AIM,U.S. Coast Guard Academy,Other,"Six day-long introduction to the Coast Guard Academy. Experience the rigor, discipline, and rewards of the Academy, just like a cadet. Success at AIM is a good indicator of success at the Coast Guard Academy. Some scholarships available. Participants are responsible for their own transportation to and from the Academy, as well as a minimal tuition fee.",,,16 & up,Rising 12th & Up,Other U.S. States,Cost,525 plus spending money (scholarships available),,X,,,,,X,,,,,Error
Summer Program,,Summer High School Volunteer Program,https://lombardi.georgetown.edu/Summer_Volunteer#,Georgetown/Lombardi Comprehensive Cancer Center,Research,"Explore biological sciences, particularly cancer research, with hands-on laboratory research opportunities. Attend and present findings at work-in-progress sessions with postdoctoral fellows and graduate students. Must participate for the entire program of eight weeks. Apply online.",,,16 & up (by 6/1/19),,Greater DC Metro Area,Free,,,X,,,,,,,,,,Error
Summer Program,,Chaptour Guides Teen Docent Program ,http://library.si.edu/education/teen-docent,Smithsonian Libraries,Service Opportunity,The Teen Docents will lead gallery tours and educational experiences for the public in the Smithsonian Libraries exhibits.  This free program gives students the opportunity to learn about library and museum careers and get a behind-the-scenes view of the Smithsonian as well as earning service hours.  Mandatory training days in June. At least 2 hours/week and 30 hours overall.  See website for details,,,15-18,,Greater DC Metro Area,Free,,,,,X,X,,x,,,,,Error
Summer Program,,High School Honors Science/Math/Engineering Program,http://education.msu.edu/hshsp/,Michigan State University,Research,"A seven-week, intensive summer research program designed for motivated students from across the United States who wish to gain more experience conducting research.  See website for details.",,,,Rising 12th & Up,Other U.S. States,Cost,3800,,X,,,,,,,,,,Error
Summer Program,,Summer Academy for Mathematics and Science (SAMS),http://www.cmu.edu/enrollment/summerprogramsfordiversity/sams.html,Carnegie Mellon,Academic Program,"Rigorous residential program for students considering careers in engineering, science and other math-based disciplines, who are from underrepresented communities, are from families where they will be the first to go to college in the U.S., or are otherwise overcoming challenges to college access. Free tuition, room & board. Students are responsible for books and other course expenses, which average $300. This is part of Carnegie Mellon's Summer Programs for Diversity.",,,16 & up,Rising 11th & Up,Other U.S. States,"Free, materials fee varies by program ",,underserved and underrepresented,X,,,,,,,,,,Error
Summer Program,,Senior/Junior Tigers/Women Engineering Camp,http://eng.auburn.edu/outreach/k-12/engineering-summer-camp/index.html,Auburn University,Camp,"These are residential camps. Throughout the week, students will explore the different engineering majors while participating in hands-on activities. Sessions will be led by engineering faculty members, Auburn engineering students and engineering organizations. Separate camps for juniors (rising 10th and 11th) and seniors. Costs differ for camps.  See website for details.",,,,Rising 10th & Up,Other U.S. States,Cost,Varies by camp from $450-$700,,X,,,,,,,,,,Error
Summer Program,,Engineering and Construction Camps,http://www.same.org/STEMCAMPS,Society of American Military Engineers (SAME),Camp,SAME Camps are designed for high school students who excel in STEM and are interested in pursuing a degree in STEM in college  Selection to the Camps is competitive. Please visit website for application deadlines and other details.,2015-06-09 00:00:00,,15 & up,Rising 11th & Up,"Vicksburg, MS",Regis-tration fee,100,,X,,,,,,,,,,Error
Summer Program,,Engineering and Construction Camp,http://www.same.org/STEMCAMPS,Society of American Military Engineers (SAME),Camp,SAME Camps are designed for high school students who excel in STEM and are interested in pursuing a degree in STEM in college  Selection to the Camps is competitive. Please visit website for application deadlines and other details.,6/23-29; 6/23-30; 6/23-7/2; 7/15-20,,15 & up,Rising 10th & Up,Other US States,Regis-tration fee,$650 (may be sponsor-ed),,X,,,,,,,,,,Error
Summer Program,,"Research Mentorship Program, UCSB (2019 applications will open on 12/15/18)",http://www.summer.ucsb.edu/pre-college/research-mentorship-program-rmp,"California - Santa Barbara, University of",Research,"Participate in academic research in social, life or physical sciences. Some scholarships available. College credit available on select courses. $95 non-refundable application fee.  Apply online.",6/23-8/3,,,Rising 11th & Up,Other U.S. States,Cost,10399,,X,,,,,,,,,,Error
Summer Program,,Summer Internships,https://www.tjpartnershipfund.org/programs/internshipsmentorships,TJ Partnership Fund,Internship,"TJ’s Partnership Fund works with alumni, parents, corporations and friends of TJ to make sure TJ has the equipment and other support it needs to provide an excellent STEM education. The Partnership is looking for 2 student interns to work for during the summer, approximately 6-8 hours per week. Stipend of $750. Come to the CCC for a detailed description of the position and info on how to apply.",,,,TJ Students,VA,Stipend,,,,X,,,,,,,,,Error
Summer Program,,"Summer Residential Governor’s School for Life Sciences and Medicine

June 30 - July 27, 2019",https://dhsd.vcu.edu/programs/high-school/governors-school-for-medicine-and-health-sciences-gsmhs/,VCU,,"GSMHS is a four-week summer program where participants explore medicine and health science careers through a systems-based, problem-solving approach that utilizes case studies, laboratory investigations and real-world shadowing experiences. Participants see the connections among the patient, the community and the health professional. Commitment to full attendance, including an orientation session and closing event, is required to participate.",,,,grades 10 and 11,,"Housing, primary meals and any other materials required to participate in the program will be provided. ",Transportation and parking are not provided by the program.,,,,,,,,,,,,Error
Summer Program,,ASPIRE High School Mentoring Program,https://www.jhuapl.edu/STEM/Students/ASPIRE,"Johns Hopkins Applied Physics Laboratory, ASPIRE",Internship,The ASPIRE program is the opportunity for juniors and seniors in high school to get hands-on experience in STEM and to explore career opportunities before committing to an area of study in college. The ASPIRE program is a learning experience that exposes students to the real-world applications of what they are learning in school as well as to what it is like to work in a professional environment.,June - August,,15 & up,grades 10 and 11,"Laurel, MD",Unpaid learning experience,,3.0+ GPA and reliable transportation,X,,,,,,,,,,Error
Summer Program,,American Fisheries Society Hutton Program,https://hutton.fisheries.org/about-us/,American Fisheries Society,Internship,A paid summer mentoring program to educate and inspire high school students about fisheries sciences and management,mid June mid August,,,,varies,"$4,000 award",,,,,,,,,,,,,Error
Summer Program,,Library of Congress Work Study Program,https://www.loc.gov/item/internships/work-study-program-hrs/,Library of Congress,Work Study,The Library accepts applicants from high schools (within a 45 mile radius) and Community College students per program guidelines. Contact school program coordinator for further information on application process.,Rolling and negotiable,,18; if <18  must have the signed consent of a guardian or other legally authorized individual in the applicable documents. ,,Washington D.C.,,,must live 45 miles from Library,,,X,X,,X,,,,,Error
Summer Program,,Volunteer/Intern Program,https://www.montgomerycountymd.gov/POL/Resources/Files/Employment/2018%20Volunteer%20%20Intern%20Application.pdf,Montgomery County Police Department,Volunteer/Internship,"Mission: Volunteers and interns serve with diligence, pride, and dedication, and they continue to introduce new ideas, a fresh outlook, and an invigorating spirit to our workforce. Their contributions are highly valued and greatly appreciated by the Police Department and the community it serves.  Currently, our active, highly diverse volunteer corps numbers approximately 200. Volunteers are involved in nearly all aspects of the department’s operations from training to communications. They work side by side in support of the line officers, command staff, and civilian employees.",Rolling,,16 & up,,MD,,,US citizen or permanent resident,,,,,,X,,,,,Error
Summer Program,,Secret Service Student Volunteer Service Program,,,," to provide students with an understanding of the nature and the structure of the U.S. Secret Service. The program provides unpaid, academic-related work assignments that allow students to explore career options while developing personal and professional skills. Participants must be currently enrolled in school and are expected to volunteer a minimum of 12 hours per week for at least one semester, two quarters or summer session.","minimum of 12 hours per week for at least one semester, two quarters or summer session",,16 & up,2.5 or better,,,,,,,,,,,,,,,Error
Summer Program,,National Agricultural Library Internships,https://www.nal.usda.gov/internships ,National Agricultural Library,Internship,"Internships and volunteer opportunities are available across the library.  Areas of work include: acquisitions, cataloging/metadata creation, electronic resource licensing, thesaurus development, and web content strategy.  You may also discover internships and volunteer positions that tie into specific subjects related to agriculture, including: alternative farming systems, animal welfare, food and nutrition, and food safety.",,,16 & up,,MD,,,,,,,X,,,,,,,Error
Summer Program,,NEI Summer Intern Program,https://nei.nih.gov/training/summer_intern,National Eye Institute,Internship,The NIH Summer Internship Program provides opportunities for students to spend the summer working with some of the world's leading scientists in an environment devoted to biomedical research. Students from across the country come to the NIH to obtain scientific research experience and mentoring from scientists and physicians across the 27 Institutes and Centers who study a broad range of questions in biology and medicine.,Start dates vary - from mid-May to the end of June and run for at least  8 weeks,,17 & up,,MD,,,,X,,,,,,,,,,Error
Summer Program,,Summer Internship In Biomedical Research,https://www.nhlbi.nih.gov/grants-and-training/training-and-career-development/summer-internship-biomedical-research,"National Heart, Lung and Blood Institute",Internship,The goal of the Summer Internship Program in Biomedical Research at NHLBI is to expose students to research investigation in a highly enriched environment that is devoted exclusively to biomedical research and training.  Participants join a research laboratory and conduct research in selected areas of investigation under the guidance of an NHLBI intramural research scientist. ,Start dates vary - must commit to 10 weeks from June thru August,,At least 17 (by June 15),,MD,,,Minimum GPA of 3.0 on a 4.0 scale,X,,,,,,,,,,Error
Summer Program,,Secret Service Student Volunteer Service Program,https://www.secretservice.gov/join/diversity/students/,US Secret Service,Volunteer/Internship," to provide students with an understanding of the nature and the structure of the U.S. Secret Service. The program provides unpaid, academic-related work assignments that allow students to explore career options while developing personal and professional skills. Participants must be currently enrolled in school and are expected to volunteer a minimum of 12 hours per week for at least one semester, two quarters or summer session.","minimum of 12 hours per week for at least one semester, two quarters or summer session",,16 & up,2.5 or better,,0,0,"US Citizen,
NOT be a child of Secret Service agent, 
",,,,,,,,,,,Error
Summer Program,,STUDENT VOLUNTEER PROGRAM,https://www2.ed.gov/students/prep/job/intern/index.html,US Dept of Education,Volunteer/Internship,The Department of Education (ED) offers internships for students interested in seeking valuable work experience in government and federal education policy and administration. Volunteers have the opportunity to make meaningful contributions to the Department's mission to promote student achievement and preparation for global competitiveness by fostering educational excellence and ensuring equal access.,"8-10 weeks (flex) in Summer, May/June through July/August",,16+,,DC metro area,0,0,,,,,,,,,,,,Error
Summer Program,,Student Interships,https://www.usaid.gov/work-usaid/careers/student-internships,US AID,Volunteer/Internship,"Interns generally work in one of USAID’s offices in Washington, D.C., supporting programs in fields such as economic growth, agriculture, education, health, environment, democracy and governance, conflict prevention, and humanitarian assistance.",,,,,DC metro area,,,"US Citizen, 
GPA 3.0+

",,X,,X,,X,,,,,Error
Summer Program,,Student Volunteer program - multiple,https://sanctuaries.noaa.gov/involved/volunteer_future.html,National Marine Sanctuaries,Volunteer/Internship,"work on a variety of projects tailored to meet your capacity, availability and interests. you'll be encouraged to attend marine conservation events, lectures, conferences and receptions that provide fantastic networking opportunities for your career development. ",Varies ,,15 & up,,"Silver Spring, MD",,,"US Citizen, J-1 Visa",,,,,,,,,,,Error
Summer Program,,STAR - Summer Trainee in Aging Research Program,https://www.nia.nih.gov/nia-summer-internship,NIH - National Institute on Aging,Internship,"NIA summer internships last from eight to ten weeks, beginning in late May and ending in mid-to-late August. Students receive hands-on experience and attend weekly seminars presented by NIA scientists. At the conclusion of the summer program, students present their data developed from their research project at the NIA Summer Student Poster Day. Program participants receive a stipend which is based on the amount of education completed at the time the fellowship begins.",late May - mid-to-late August (8-10 weeks),,17+ by June 15,,,,,reside within 40 miles of the NIH campus,,,,,,,,,,,Error
Summer Program,,2019 High School Summer Internship Program,https://www.ninds.nih.gov/Funding/Training-Career-Awards/Summer-Internships,NIH - National Institute of Neurological Disorders and Stroke,Summer Program,"opportunity for academically talented high school, undergraduate, graduate, and medical students to receive first-rate training in neuroscience research. Students get hands-on experience working with leading scientists in the Institute's Division of Intramural Research, the ""in-house"" research component of the NINDS. NINDS Labs are located in Bethesda, Rockville and Cape Cod, Massachusetts.",Summer 2019,,17+ by June 15,high school juniors or seniors at the time of application,"Bethesda, Rockville and Cape Cod, Massachusetts",,,"are U.S. citizens or permanent residents, 
live, at the time of application, within 40 miles of the NIH campus on which they will intern",X,,,,,,,,,,Error
Summer Program,,SUMMER INTERNSHIP PROGRAM IN BIOMEDICAL RESEARCH FOR HIGH SCHOOL STUDENTS (HS-SIP),https://www.training.nih.gov/programs/hs-sip,National Institutes of Health (NIH),Summer Internship Program,"High School SIP provides an opportunity to spend a summer working at the NIH side-by-side with some of the leading scientists in the world, in an environment devoted exclusively to biomedical research. The NIH consists of the 240-bed Mark O. Hatfield Clinical Research Center and more than 1150 laboratories/research projects located on the main campus in Bethesda, MD, and the surrounding area as well as in Baltimore and more.

 The NIH Institutes and Centers and the Office of Intramural Training & Education (OITE) sponsor a required summer orientation on each of the start dates that must be completed before the interns join their research groups. The OITE also offers a wide range of summer high school activities including lectures featuring distinguished NIH investigators, career/professional development workshops, college readiness activities, and Summer Poster Day."," minimum of eight weeks, must begin on either June 13th and June 24th",,17+ by June 15,high school juniors or seniors at the time of application,"Bethesda, MD, and the surrounding area as well as in Baltimore and more.",,,"are U.S. citizens or permanent residents, 
live, at the time of application",X,,,,,,,,,,Error
Summer Program,,Scientific Summer Student Program,https://www.niams.nih.gov/labs/education-training/student-research-training/summer-student-program,National Institutes of Health (NIH),Summer Internship Program,"A summer program that provides an opportunity for students to work with scientists in an environment devoted to biomedical research. Research projects include fundamental analyses of protein structure and function, cell biology, signal transduction, gene regulation, tissue development and differentiation, and genetics and immunology. Additionally, research on the genetics, etiology, pathogenesis and treatment of a variety of rheumatic, autoimmune, inflammatory, joint, skin, and muscle diseases is also possible."," minimum of eight weeks, beginning in May or June",,16+ ,,"Bethesda, MD",,,"are U.S. citizens or permanent residents, 
live, at the time of application",X,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Unknown Program,,,,,,,,,,,,,,,,,,,,,,,Error
Summer Prog-CHECK IN SPRING,,Future Agents in Training (FAIT)                                 (2019 information not available 11/26),https://www.fbi.gov/contact-us/field-offices/washingtondc/community-outreach,Federal Bureau of Investigation,Camp,"Program at FBI's Washington Field Office. Hands on training using Special Agent investigative tactics to gather evidence, interview witnesses, capture criminals, and solve cases. All applications and questions must be via email, no phone calls accepted. Applications must be either attached in an email & sent to staff at wfocop@ic.fbi.gov or faxed to 202-278-2675.",,,16 & up,,Greater DC Metro Area,Free,,Other,X,,,,,,,,2017-03-13 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,American University Radio Summer of Service (no information available 11/26/18),http://wamu.org/summerofservice,American University,Service Opportunity,"Fun summer volunteering at WAMU 88.5 four days a week, 20 hours per week. Openings for 2017: Digital Media Producer-Conduct interviews with listeners of WAMU,Assist with the production of multimedia (text, photographs, audio, and graphics) web-only stories for the Listeners of WAMU project, Help manage the WAMU Interns social media accounts (Twitter, SoundCloud, Tumblr, & WordPress).",,2017-03-31 00:00:00,,,Greater DC Metro Area,Free,,,,X,X,,,,,Rising 12th & Up,2017-02-27 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Young Ambassadors Program                          
(2019 information not available as of 11/29)",https://www.worldaffairsdc.org/ForStudent_YoungAmbassador.aspx,World Affairs Council,Language and Cultural Study Tour,A 3-week Spanish language and culture tour in Costa Rica for a small number of high school students this summer. Dates are July 9-30. Applicants must be US citizens and have been enrolled in Spanish language class,,2017-03-10 00:00:00,,,Outside US,Cost,1500,,,,,,X,X,,Rising 10th & Up,2017-02-27 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Summer Internship             

(2019 information not available as of 11/29)",https://www.gct.tech/intern,"Great-Circle Technologies, Inc. (GCT)",Internship,"Interns will work 35-40 hours per week on a variety of cutting edge projects including: programming with Python, Java, Javascript, and others; designing virtual reality, mobile, and social media applications, analyzing and managing Big Data using SAS, Hadoop, Spark, MapReduce, ZoomData, and other packages. See website for details.",,2017-03-10 00:00:00,,,VA,Stipend,,,X,,,,,,,,2017-02-18 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Summer STEM Scholars Program  


(2019 information not available as of 11/29)",https://www.ronbrown.org/,The Ron Brown Scholar Program,Research,"The new pilot project will support students’ passion for science and allow them to attend a leading university-based STEM research program this summer, receive support for their research, and give them access to extraordinary STEM mentors and technical experts. Interested students, please see Mrs. Kropf of Ms. Andrea Smith for the application. For more information on the foundation, go to: www.ronbrown.org. For specific questions on this new program, contact Ms. Kiya Jones at kjones@ronbrown.org.",,,,,,,,African-American,X,,,,,,,,2017-02-18 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,US Marine Summer Leadership & Character Development Academy,http://www.mcrc.marines.mil/UnitHome/SLCDAHome.aspx,U.S. Marine Corps Camp,Camp,"Free one week course providing leadership training, character development, ethics lessons, and college admissions guidance. Also included are daily physical fitness classes, distinguished speakers, a community service project and a DC field trip. Refer to website for details.",,2018-04-01 00:00:00,16 & up,,VA Out of Metro Area,Free,,,,,,,,X,,Rising 11th & Up,2018-03-05 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,WRAIR Gains in the Education of Mathematics and Science,http://www.usaeop.com/programs/stem-enrichment-activities/gems/,GEMS - Gains in the Education of Mathematics and Science,Internship,"One week internships in June, July and August at Walter Reed Army Institute of Research , Fort Detrick, Aberdeen Proving Grounds in Maryland and other US locations. Providing hands on experiences in army laboratories promoting Science, Technology, Engineering and Math. Deadlines, Dates vary by grade level and location. See website for details.",,2017-03-31 00:00:00,14 & up,,Greater DC Metro Area,Stipend,Free,,X,,,,,,,Rising 9th & Up,2018-02-26 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,PwC Accounting Careers Leadership Institute,http://www.Bryant.edu/PwCACLI,Bryant University and PWC,Academic Program,"Week-long, hands-on opportunity for Latino/a and African American rising seniors who have a GPA of 3.0 or higher to learn about the accounting profession and accountants' role in society. Residential program-no cost other than transportation.",,2018-03-30 00:00:00,,,Other U.S. States,Free,,Minority,X,,,,,X,,Rising 12th & Up,2018-02-26 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Teen Mentors Program (2018 information not available as of 2/26),http://glenechopark.org/volunteer,Glen Echo Park,Service Opportunity,"ArtAbility brings drama, movement, music and visual arts experiences to middle school students on the autism spectrum.  Teen Mentors are being recruited to volunteer and work with the students and families throughout the spring and summer programs for 2016.  Students must be current 10th – 12th graders and will receive community service hours for their involvement in this program.  (Information on 2018 program was not available as of 02/26/18, check website for updates or email info@glenechopark.org with name, phone number and interests.)",,,,,MD Out of DC Metro Area,,,,,,X,,,,,10 & up,2018-02-26 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,E2 @ UMD,http://www.wie.umd.edu/k12/e2atumd,"Maryland, University of",Camp,"One-week residential program for rising junior or senior women who are considering engineering as a possible major and career. Explore the world of engineering through hands-on activities, laboratory experiments, informative workshops, team challenges, and seminars with professional engineers.",,2018-02-28 00:00:00,16 & up,,Greater DC Metro Area,Cost,1000,Female,X,,,,,,,Rising 11th & Up,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,SMaRT Camp: Summer Mathematics Research Training,http://www.math.tamu.edu/outreach/SMaRT/,Texas A&M University,Camp,"The camp will provide an intensive learning environment in mathematics, where high school students will learn not only useful mathematical facts, but also how to approach mathematical problems, prove mathematical statements, and write the results.",,2018-03-20 00:00:00,14 & up,,Other U.S. States,Free,,,X,,,,,,,Rising 9th & Up,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,College Prep Scholarship Program,http://www.questbridge.org/for-students/cps-college-prep-scholars-program,QuestBridge,Scholarship,The QuestBridge College Prep Scholars Program prepares outstanding low-income high school juniors to gain admission and full scholarships to top-tier colleges through QuestBridge.  ,,2018-03-21 00:00:00,,,Other U.S. States,Free,,Lower Income,,,,,,,,Rising 12th & Up,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Summer Immersion Program,https://girlswhocode.fluidreview.com/,Girls Who Code,Academic Program,"The Summer Immersion Program is a FREE 7-week summer program for 10th-11th grade girls to learn computer science, get exposure to tech jobs and join a supportive sisterhood of thousands of girls across the US.  It's an introductory computer science course and no previous experience is required. See website to apply.",,2018-03-16 00:00:00,,,Greater DC Metro Area,Free,,,X,,,,,,,Rising 11th & Up,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Summer Enrichment Science Academy,http://healthsciences.howard.edu/education/colleges/pharmacy/center-excellence/components/summer-enrichment/high-school-academy,Howard University,Academic Program,"Summer science enrichment through the Center of Excellence at Howard University's School of Pharmacy for students who demonstrate an interest in the sciences, a career in pharmacy or other health professions. Priority given to minority and/or financially disadvantaged candidates.",,2018-03-09 00:00:00,,,Greater DC Metro Area,Free,,,X,,,,,,,Rising 11th thru graduated 12th,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Summer Engineering Academy (SEA),http://cedo.engin.umich.edu/diversity/programs/k12/sea/,"Michigan, University of",Academic Program,"Program designed to familiarize students with various engineering disciplines offered at UM and to acquaint them with the university campus, support services, and other resources. Team-focussed projects and opportunities to meet with faculty, staff, and students in an informal setting. Get exposed to college life, attend classes and tour the campus.  Along with application, teacher recommendations and SAT/ACT test scores required. See website for additional information. ",,2018-03-30 00:00:00,,,Other U.S. States,Cost,500,,X,,,,,,,Rising 12,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,The High School Leaders Program,http://www.sorenseninstitute.org,Sorensen Institute,Academic Program,"This program provides intensive training in state & local government, politics, leadership and public service to students from VA. Scholarship and financial aid available. Upon successful completion, earn 3 UVA credits.",,2018-02-28 00:00:00,16 & Up,,VA,Cost,2175,,,,,,,X,,Rising 11th,2018-02-12 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,The Whiteboard Incubator (Application not available for 2019),http://whiteboardstart.com/incubator/,Whiteboard Youth Ventures,,"The Whiteboard Incubator is a no-tuition, non equity business program designed for high school students who are either already running their own businesses or have a business concept they want to pursue. Accepted students will receive mentorship and coaching, office space in Cambridge, MA on MIT's campus, and the opportunity to start their own company. To learn more and to apply, visit the website.",,No program in 2019,,,,Other US State,Free,,,,X,,,,X,14 - 19,,2018-02-05 00:00:00,Error
